yearsPlayed,age,G_all,weight,G_dh,birthCountry - Japan,height,birthCountry - Cuba,birthCountry - D.R.,birthCountry - Venezuela,birthCountry - Colombia,birthCountry - Jamaica,birthCountry - Honduras,birthCountry - France,birthCountry - V.I.,G_p,birthCountry - USA,NumPos,G_cf,G_rf,G_ss,G_2b,G_3b,G_c,G_lf
3.0,26.0,29.0,160.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,37.0,105.0,180.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,27.0,62.0,185.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3.0,29.0,148.0,200.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16.0,41.0,35.0,225.0,0.0,0,82.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,26.0,42.0,185.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
3.0,28.0,76.0,165.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,25.0,67.83305583756345,200.0,1.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,31.0,12.0,181.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,36.0,36.0,195.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,27.0,19.0,180.0,0.0,0,68.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,47.0,180.0,0.0,1,75.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,36.0,1.0,210.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,29.0,18.0,165.0,0.0,0,66.0,0,0,0,0,0,0,0,0,0.0,1,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
7.0,30.0,23.0,205.0,0.0,0,79.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,39.0,29.0,187.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,26.0,29.0,265.0,0.0,0,76.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.0,17.0,195.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25.0,35.0,230.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,32.0,79.0,250.0,0.0,0,77.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,32.0,13.0,205.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,34.0,19.0,185.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,26.0,50.0,170.0,0.0,0,74.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,30.0,9.0,200.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,29.0,118.0,215.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6.0,29.0,145.0,200.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,28.0,134.0,209.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,46.0,125.0,160.0,1.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,27.0,143.0,195.0,0.0,0,68.0,0,1,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5.0,31.0,50.0,155.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
3.0,26.0,102.0,180.0,0.0,0,68.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,31.0,69.0,220.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,32.0,36.0,185.0,0.0,0,70.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,26.0,29.0,215.0,0.0,0,77.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8.0,27.0,154.0,225.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,32.0,137.0,210.0,1.0,0,76.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,25.0,110.0,205.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,31.0,90.0,180.0,0.0,0,73.0,1,0,0,0,0,0,0,0,0.0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9.0,31.0,22.0,185.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,30.0,34.0,200.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,36.0,74.0,175.0,0.0,0,73.0,0,0,1,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,25.0,11.0,220.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,27.0,84.0,215.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,37.0,73.0,210.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,31.0,33.0,175.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,26.0,77.0,200.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
7.0,29.0,32.0,220.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,26.0,7.0,192.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,27.0,23.0,215.0,0.0,0,78.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24.0,16.0,205.0,1.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,27.0,139.0,190.0,1.0,0,76.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9.0,35.0,67.83305583756345,200.0,1.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,25.0,1.0,250.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,32.0,67.83305583756345,160.0,1.0,0,75.0,0,0,1,0,0,0,0,0,1.0,0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,34.0,37.0,205.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,28.0,14.0,230.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,27.0,97.0,195.0,1.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12.0,39.0,60.0,200.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,28.0,86.0,195.0,1.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,6.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
3.0,25.0,65.0,190.0,0.0,0,73.0,0,0,1,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,34.0,150.0,185.0,1.0,0,75.0,0,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11.0,34.0,56.0,175.0,1.0,0,71.0,0,0,0,0,0,0,0,0,0.0,0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
4.0,29.0,37.0,185.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,26.0,89.0,210.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,32.0,140.0,200.0,1.0,0,71.0,0,0,1,0,0,0,0,0,0.0,0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8.0,36.0,11.0,185.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18.0,40.0,154.0,180.0,1.0,0,72.0,1,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,27.0,56.0,180.0,0.0,0,71.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,28.0,33.0,220.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,25.0,14.0,205.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,27.0,159.0,175.0,1.0,0,69.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,29.0,76.0,230.0,0.0,0,78.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,38.0,18.0,170.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,40.0,100.0,185.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7.0,30.0,162.0,220.0,0.0,0,69.0,0,1,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,27.0,32.0,185.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,30.0,138.0,195.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
17.0,40.0,11.0,175.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,25.0,52.0,170.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0.0,0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
9.0,31.0,150.0,205.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,32.0,30.0,201.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,25.0,22.0,220.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,34.0,71.0,185.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,32.0,72.0,195.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,31.0,38.0,165.0,1.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,30.0,67.83305583756345,170.0,1.0,0,75.0,0,1,0,0,0,0,0,0,1.0,0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,29.0,136.0,190.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5.0,25.0,7.0,176.0,0.0,0,71.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,31.0,33.0,230.0,0.0,0,78.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,33.0,33.0,170.0,0.0,0,71.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,35.0,91.0,210.0,1.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8.0,32.0,27.0,154.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,33.0,150.0,195.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8.0,34.0,59.0,205.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,33.0,110.0,175.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8.0,30.0,48.0,195.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7.0,29.0,150.0,230.0,1.0,0,75.0,0,1,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,32.0,152.0,225.0,1.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,31.0,96.0,180.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
16.0,38.0,32.0,205.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,28.0,67.83305583756345,180.0,1.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,38.0,76.0,205.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,32.0,137.0,230.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12.0,38.0,32.0,210.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,28.0,28.0,195.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.0,50.0,200.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,38.0,50.0,200.0,1.0,0,77.0,0,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,25.0,35.0,240.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.0,56.0,200.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,26.0,144.0,195.0,0.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,25.0,34.0,210.0,0.0,0,78.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,28.0,110.0,190.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3.0,26.0,129.0,195.0,1.0,0,69.0,0,0,0,0,0,0,0,0,0.0,1,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18.0,40.0,45.0,185.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,30.0,24.0,218.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,28.0,155.0,220.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,28.0,153.0,270.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.0,33.0,21.0,230.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,29.0,74.0,215.0,0.0,0,74.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,26.0,46.0,230.0,0.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,30.0,52.0,215.0,1.0,0,72.0,0,0,1,0,0,0,0,0,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.0,29.0,103.0,180.0,1.0,0,69.0,0,1,0,0,0,0,0,0,0.0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
6.0,30.0,54.0,185.0,0.0,0,71.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,27.0,140.0,210.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5.0,31.0,20.0,186.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,36.0,59.0,180.0,0.0,1,72.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,36.0,74.0,240.0,1.0,0,77.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,25.0,134.0,245.0,1.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
12.0,35.0,125.0,175.0,1.0,0,70.0,0,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,27.0,4.0,225.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,32.0,3.0,192.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,38.0,155.0,185.0,1.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,32.0,49.0,205.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,28.0,134.0,185.0,0.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.0,33.0,22.0,225.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,30.0,30.0,190.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,27.0,23.0,215.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,28.0,72.0,230.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,31.0,37.0,180.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13.0,36.0,77.0,165.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9.0,34.0,81.0,185.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9.0,32.0,77.0,220.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,31.0,57.0,193.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7.0,29.0,161.0,240.0,0.0,0,77.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,32.0,98.0,173.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0.0,0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
18.0,38.0,34.0,170.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,32.0,102.0,170.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
15.0,36.0,71.0,175.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.0,13.0,225.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,25.0,157.0,180.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,4.0,160.0,0.0,0,71.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,21.0,230.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,26.0,145.0,205.0,0.0,0,73.0,0,1,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13.0,38.0,48.0,195.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,36.0,126.0,165.0,1.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,31.0,129.0,180.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,26.0,20.0,215.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,27.0,22.0,210.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,26.0,31.0,225.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,23.0,31.0,275.0,0.0,0,76.0,0,0,1,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,27.0,39.0,185.0,0.0,0,72.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,30.0,146.0,215.0,1.0,0,76.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,32.0,111.0,190.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0.0,0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
3.0,25.0,161.0,285.0,1.0,0,78.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,28.0,143.0,185.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
8.0,31.0,68.0,200.0,0.0,0,71.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,35.0,83.0,195.0,1.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,24.0,67.83305583756345,190.0,1.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,26.0,28.0,260.0,0.0,0,79.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,32.0,5.0,185.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,27.0,152.0,190.0,0.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
11.0,36.0,51.0,200.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
